자재바코드,검사일시,검사결과,비고
16102026020900609_001,,,
16102026020900609_002,,,
16102026020900609_003,,,
16102026020900609_004,,,
16102026020900609_005,,,
14502026020900814_001,2026-02-09 23:52:01,NG3(2차),R전류, S전류, T전류, 소음 불량 / 2차: R전류, S전류, T전류, 소음 불량
14502026020900814_002,2026-02-09 23:51:35,NG3(2차),R전류, S전류, T전류, 소음 불량 / 2차: R전류, S전류, T전류, 소음 불량
14502026020900814_003,,,
14502026020900814_004,,,
14502026020900814_005,2026-02-09 23:51:11,NG3,R전류, S전류, T전류, 소음 불량
16622026020900253_001,,,
16622026020900253_002,,,
16622026020900253_003,,,
16622026020900253_004,,,
16622026020900253_005,,,
