자재바코드,검사일시,검사결과,비고
26162026020900451_001,,,
26162026020900451_002,,,
26162026020900451_003,2026-02-09 22:00:18,NG1,R전류 불량
26162026020900451_004,2026-02-09 22:01:15,NG1,R전류 불량
26162026020900451_005,,,
26552026020900453_001,2026-02-09 22:03:34,NG3,R전류, S전류, T전류, 소음 불량
26552026020900453_002,,,
26552026020900453_003,,,
26552026020900453_004,,,
26552026020900453_005,,,
12012026020900153_001,2026-02-09 21:58:29,NG3,R전류, 소음 불량
12012026020900153_002,,,
12012026020900153_003,,,
12012026020900153_004,,,
12012026020900153_005,,,
